,age,job,marital,education,default,y
22776,50,management,married,tertiary,no,no
22777,30,management,married,tertiary,no,no
22778,52,services,married,secondary,no,no
22779,52,unknown,married,secondary,no,no
22780,34,management,married,tertiary,no,no
22781,55,management,married,tertiary,no,no
22782,42,self-employed,married,tertiary,no,no
22783,46,management,married,tertiary,no,no
22784,30,technician,single,tertiary,no,no
22785,53,services,married,secondary,no,no
22786,33,technician,single,secondary,no,no
22787,31,management,married,tertiary,no,no
22788,31,management,single,tertiary,no,no
22789,31,management,single,tertiary,no,no
22790,59,retired,married,unknown,no,no
22791,30,technician,married,tertiary,no,no
22792,39,entrepreneur,married,tertiary,no,no
22793,46,technician,married,secondary,no,no
22794,44,technician,divorced,secondary,no,no
22795,55,self-employed,married,secondary,no,no
22796,51,blue-collar,married,primary,no,no
22797,34,management,married,tertiary,no,no
22798,35,technician,divorced,tertiary,no,no
22799,37,technician,married,tertiary,no,no
22800,48,management,married,tertiary,no,no
22801,41,technician,married,secondary,no,no
22802,43,technician,married,secondary,no,no
22803,50,retired,divorced,tertiary,no,no
22804,33,technician,married,secondary,no,no
22805,60,management,married,tertiary,yes,no
22806,46,blue-collar,married,secondary,no,no
22807,34,housemaid,single,tertiary,no,no
22808,47,blue-collar,married,primary,no,no
22809,30,management,single,tertiary,no,no
22810,48,blue-collar,married,primary,no,no
22811,33,technician,single,tertiary,no,no
22812,35,management,single,tertiary,no,no
22813,50,management,married,tertiary,no,yes
22814,34,management,married,secondary,no,no
22815,48,unknown,married,unknown,no,no
22816,32,management,single,tertiary,no,no
22817,54,blue-collar,married,secondary,no,no
22818,52,technician,married,secondary,no,no
22819,31,management,single,tertiary,no,no
22820,32,management,married,secondary,no,no
22821,49,blue-collar,married,primary,no,no
22822,38,management,divorced,tertiary,no,no
22823,33,entrepreneur,married,tertiary,no,no
22824,55,management,single,tertiary,no,no
22825,47,technician,divorced,secondary,no,no
22826,35,technician,single,secondary,no,no
22827,31,technician,single,secondary,no,no
22828,56,management,married,tertiary,no,no
22829,39,self-employed,married,secondary,no,no
22830,30,management,married,tertiary,no,no
22831,52,technician,married,secondary,no,no
22832,51,unemployed,married,secondary,no,no
22833,59,retired,married,primary,no,no
22834,34,technician,single,tertiary,no,no
22835,33,technician,single,secondary,no,no
22836,55,services,married,primary,no,no
22837,34,management,single,tertiary,no,no
22838,51,services,married,secondary,no,no
22839,32,technician,single,secondary,no,no
22840,53,technician,single,secondary,no,yes
22841,35,management,married,tertiary,no,no
22842,57,retired,married,secondary,no,no
22843,42,technician,married,secondary,no,no
22844,32,management,single,tertiary,no,yes
22845,33,management,married,tertiary,no,no
22846,44,management,married,tertiary,no,yes
22847,41,management,divorced,tertiary,no,no
22848,36,management,single,tertiary,no,no
22849,40,management,married,tertiary,no,no
22850,40,technician,single,secondary,no,no
22851,45,blue-collar,married,secondary,no,no
22852,31,management,married,tertiary,no,no
22853,48,services,married,primary,no,no
22854,33,technician,single,secondary,no,no
22855,39,management,divorced,tertiary,no,no
22856,55,technician,divorced,secondary,no,no
22857,31,technician,married,secondary,no,no
22858,30,management,single,tertiary,no,no
22859,31,technician,single,tertiary,no,no
22860,32,technician,single,secondary,no,no
22861,54,management,divorced,tertiary,no,no
22862,45,blue-collar,married,primary,no,no
22863,56,services,married,secondary,no,no
22864,30,technician,single,secondary,no,no
22865,57,technician,married,secondary,no,no
22866,58,management,married,tertiary,no,no
22867,55,blue-collar,married,primary,no,no
22868,31,technician,single,tertiary,no,no
22869,47,blue-collar,married,primary,no,no
22870,31,entrepreneur,single,tertiary,no,no
22871,59,management,divorced,tertiary,no,no
22872,40,housemaid,married,primary,no,no
22873,52,technician,married,secondary,no,no
22874,47,blue-collar,married,primary,no,no
22875,47,blue-collar,married,unknown,yes,yes
22876,41,technician,married,tertiary,no,no
22877,45,services,married,secondary,no,no
22878,32,management,married,tertiary,no,no
22879,32,management,single,tertiary,no,no
22880,38,technician,married,secondary,no,no
22881,32,technician,married,secondary,no,no
22882,30,management,single,tertiary,no,no
22883,45,technician,married,tertiary,no,no
22884,46,blue-collar,married,primary,no,no
22885,31,management,married,tertiary,no,no
22886,30,management,single,tertiary,no,no
22887,52,management,married,tertiary,no,no
22888,31,technician,single,tertiary,no,no
22889,35,technician,married,secondary,no,no
22890,49,technician,married,secondary,no,no
22891,51,self-employed,married,primary,no,no
22892,48,services,married,secondary,no,no
22893,34,management,married,tertiary,no,no
22894,49,admin.,married,secondary,no,no
22895,34,technician,married,secondary,no,no
22896,54,management,married,tertiary,no,no
22897,54,management,married,tertiary,no,no
22898,34,management,single,tertiary,no,no
22899,43,management,single,tertiary,no,no
22900,48,admin.,married,secondary,no,no
22901,38,technician,single,secondary,no,no
22902,57,housemaid,married,primary,no,no
22903,59,blue-collar,married,primary,no,no
22904,39,technician,single,secondary,no,no
22905,49,management,married,secondary,no,no
22906,51,services,married,secondary,no,no
22907,34,technician,married,secondary,no,yes
22908,31,technician,married,secondary,no,no
22909,51,retired,married,tertiary,no,yes
22910,34,management,married,secondary,no,no
22911,50,management,married,tertiary,no,no
22912,38,management,married,tertiary,no,no
22913,44,blue-collar,married,secondary,no,no
22914,40,entrepreneur,married,secondary,no,no
22915,44,management,married,tertiary,no,no
22916,42,management,married,tertiary,no,no
22917,30,technician,single,secondary,no,no
22918,41,management,married,tertiary,no,no
22919,51,management,married,tertiary,no,no
22920,42,management,married,tertiary,no,no
22921,57,technician,divorced,tertiary,no,no
22922,39,technician,divorced,secondary,no,no
22923,32,management,single,tertiary,no,yes
22924,34,student,single,tertiary,no,no
22925,53,blue-collar,married,secondary,no,no
22926,60,unknown,married,unknown,no,yes
22927,54,blue-collar,married,primary,no,no
22928,61,management,married,tertiary,no,no
22929,52,blue-collar,married,primary,no,no
22930,52,technician,married,secondary,no,no
22931,37,management,married,tertiary,no,no
22932,47,admin.,married,secondary,no,no
22933,33,technician,single,secondary,no,no
22934,35,technician,single,tertiary,no,no
22935,37,self-employed,married,secondary,no,no
22936,32,technician,single,secondary,no,no
22937,35,technician,married,secondary,no,no
22938,46,admin.,married,secondary,no,yes
22939,41,management,married,tertiary,no,no
22940,37,technician,married,secondary,no,no
22941,51,technician,married,tertiary,no,no
22942,51,management,divorced,secondary,no,no
22943,45,blue-collar,married,secondary,no,no
22944,35,management,married,tertiary,no,no
22945,58,retired,married,primary,no,no
22946,53,blue-collar,married,primary,no,no
22947,54,management,divorced,tertiary,no,no
22948,39,management,married,tertiary,no,no
22949,32,technician,divorced,secondary,no,no
22950,35,management,single,tertiary,no,no
22951,48,management,married,tertiary,no,no
22952,30,technician,single,tertiary,no,no
22953,49,admin.,married,secondary,no,no
22954,31,technician,single,tertiary,no,no
22955,51,blue-collar,married,primary,no,no
22956,43,technician,divorced,secondary,no,no
22957,47,technician,divorced,secondary,no,no
22958,34,management,single,tertiary,no,no
22959,56,housemaid,married,primary,no,no
22960,53,technician,married,secondary,no,no
22961,46,technician,married,secondary,no,no
22962,33,technician,married,tertiary,no,no
22963,33,management,single,tertiary,no,no
22964,34,management,single,tertiary,no,no
22965,39,housemaid,married,unknown,no,no
22966,33,technician,single,secondary,no,no
22967,51,admin.,married,secondary,no,no
22968,51,blue-collar,married,primary,no,no
22969,49,unemployed,married,primary,no,no
22970,41,technician,single,tertiary,no,no
22971,57,technician,married,tertiary,no,no
22972,44,management,married,tertiary,yes,no
22973,51,services,married,secondary,no,no
22974,52,blue-collar,married,secondary,no,no
22975,31,entrepreneur,married,tertiary,no,no
22976,38,housemaid,married,primary,no,no
22977,38,technician,married,secondary,no,no
22978,54,technician,married,tertiary,no,no
22979,42,unknown,married,unknown,no,no
22980,47,blue-collar,married,primary,no,no
22981,35,technician,single,tertiary,no,no
22982,49,blue-collar,married,primary,no,no
22983,33,technician,single,secondary,no,no
22984,31,management,married,tertiary,no,no
22985,45,technician,divorced,secondary,no,no
22986,55,management,divorced,tertiary,no,no
22987,30,management,single,tertiary,no,no
22988,43,management,married,secondary,no,no
22989,45,management,married,tertiary,yes,no
22990,54,management,married,tertiary,no,no
22991,31,technician,single,secondary,no,no
22992,48,technician,married,tertiary,no,no
22993,60,retired,married,unknown,no,no
22994,38,technician,married,secondary,no,no
22995,32,technician,single,secondary,no,no
22996,36,technician,single,tertiary,no,no
22997,43,management,divorced,tertiary,no,no
22998,51,blue-collar,married,primary,no,no
22999,48,technician,married,secondary,no,no
23000,54,technician,married,secondary,no,no
23001,30,management,single,secondary,no,no
23002,59,management,divorced,tertiary,no,no
23003,34,technician,single,secondary,no,no
23004,40,technician,divorced,secondary,no,no
23005,32,technician,single,secondary,no,no
23006,59,retired,married,tertiary,no,no
23007,35,technician,single,secondary,no,no
23008,55,blue-collar,married,secondary,no,no
23009,47,blue-collar,married,primary,no,no
23010,46,blue-collar,married,secondary,no,no
23011,56,technician,married,tertiary,no,no
23012,47,management,married,secondary,no,no
23013,45,management,divorced,tertiary,no,no
23014,31,management,single,tertiary,no,no
23015,45,blue-collar,married,primary,no,no
23016,31,technician,single,tertiary,no,no
23017,35,technician,married,tertiary,no,no
23018,44,management,single,secondary,no,no
23019,44,management,married,tertiary,no,no
23020,33,management,married,tertiary,no,no
23021,55,retired,married,secondary,no,no
23022,54,admin.,married,tertiary,no,no
23023,53,technician,married,secondary,no,no
23024,37,technician,married,secondary,no,no
23025,40,management,single,tertiary,no,no
23026,36,management,married,tertiary,no,no
23027,47,services,married,secondary,no,no
23028,49,blue-collar,married,secondary,no,no
23029,31,technician,single,secondary,no,no
23030,41,management,married,tertiary,no,no
23031,42,management,married,tertiary,no,no
23032,49,services,married,secondary,no,no
23033,52,services,married,secondary,no,no
23034,30,technician,single,secondary,no,no
23035,32,management,single,tertiary,no,no
23036,47,services,married,secondary,no,no
23037,58,blue-collar,married,primary,no,no
23038,33,management,single,secondary,no,no
23039,36,management,married,tertiary,no,no
23040,30,technician,single,secondary,no,no
23041,60,blue-collar,married,primary,no,no
23042,48,management,married,tertiary,no,no
23043,31,admin.,married,secondary,yes,no
23044,46,blue-collar,married,primary,no,no
23045,51,technician,divorced,secondary,no,no
23046,50,blue-collar,married,secondary,no,no
23047,41,technician,married,tertiary,no,yes
23048,59,technician,divorced,secondary,no,no
23049,33,technician,single,tertiary,no,no
23050,32,management,married,tertiary,no,no
23051,35,admin.,married,tertiary,no,no
23052,44,technician,married,secondary,no,no
23053,37,management,single,tertiary,no,no
23054,60,retired,married,primary,no,no
23055,42,management,single,tertiary,no,no
23056,53,management,married,tertiary,no,no
23057,47,blue-collar,married,primary,no,no
23058,49,management,married,tertiary,no,no
23059,33,management,married,tertiary,no,no
23060,35,management,married,tertiary,no,no
23061,47,blue-collar,married,secondary,no,no
23062,38,management,married,tertiary,no,no
23063,38,management,married,tertiary,no,no
23064,35,management,married,tertiary,no,no
23065,48,management,married,tertiary,no,no
23066,42,technician,single,secondary,no,no
23067,47,self-employed,married,tertiary,no,no
23068,35,management,married,tertiary,no,no
23069,52,management,single,tertiary,no,yes
23070,30,management,married,secondary,yes,no
23071,35,technician,single,secondary,no,no
23072,42,management,divorced,tertiary,no,yes
23073,45,technician,married,secondary,no,no
23074,48,management,married,primary,no,no
23075,47,services,married,secondary,no,no
23076,60,management,married,tertiary,no,no
23077,44,management,married,tertiary,no,no
23078,46,services,married,secondary,no,no
23079,56,technician,divorced,secondary,no,no
23080,50,blue-collar,married,primary,no,no
23081,31,self-employed,married,tertiary,no,no
23082,32,technician,single,secondary,no,no
23083,35,management,married,tertiary,no,no
23084,32,management,single,tertiary,yes,no
23085,41,management,single,tertiary,no,no
23086,52,self-employed,divorced,secondary,no,no
23087,48,management,single,tertiary,no,no
23088,43,technician,married,secondary,no,no
23089,37,management,single,tertiary,no,no
23090,30,technician,single,secondary,no,no
23091,35,management,married,tertiary,no,no
23092,37,management,married,tertiary,no,no
23093,33,technician,married,secondary,no,no
23094,45,admin.,married,secondary,no,no
23095,34,management,single,tertiary,no,no
23096,50,blue-collar,married,primary,no,no
23097,35,management,single,tertiary,no,no
23098,39,technician,single,secondary,no,no
23099,33,technician,married,secondary,no,no
23100,60,admin.,married,primary,no,no
23101,34,management,married,tertiary,no,no
23102,36,entrepreneur,divorced,tertiary,no,no
23103,31,management,single,tertiary,no,no
23104,33,technician,single,secondary,no,no
23105,49,self-employed,married,secondary,no,no
23106,42,housemaid,married,tertiary,no,no
23107,51,services,married,primary,no,no
23108,57,services,married,secondary,no,no
23109,31,management,married,tertiary,no,no
23110,55,self-employed,married,secondary,yes,no
23111,33,technician,single,tertiary,no,no
23112,45,management,married,tertiary,no,no
23113,39,management,single,tertiary,no,no
23114,36,management,married,tertiary,no,no
23115,32,management,married,secondary,no,no
23116,34,technician,single,secondary,no,no
23117,30,technician,single,tertiary,no,no
23118,31,technician,single,tertiary,no,no
23119,31,admin.,married,secondary,no,no
23120,52,self-employed,married,secondary,no,no
23121,44,management,married,tertiary,no,no
23122,31,unemployed,married,tertiary,no,no
23123,45,blue-collar,married,primary,no,no
23124,30,management,single,tertiary,no,no
23125,39,technician,single,secondary,no,no
23126,37,technician,single,secondary,no,no
23127,46,management,married,tertiary,no,no
23128,58,services,married,secondary,no,no
23129,31,management,single,tertiary,no,no
23130,38,technician,married,secondary,no,no
23131,32,management,single,tertiary,no,no
23132,30,technician,single,secondary,no,no
23133,34,technician,married,secondary,no,no
23134,35,technician,single,secondary,no,no
23135,46,services,married,secondary,no,no
23136,56,admin.,married,secondary,no,no
23137,59,self-employed,married,primary,no,no
23138,52,blue-collar,married,primary,no,no
23139,34,technician,married,secondary,no,no
23140,52,admin.,divorced,unknown,no,no
23141,54,blue-collar,married,primary,no,no
23142,30,management,single,tertiary,no,no
23143,48,technician,single,secondary,no,no
23144,32,management,married,tertiary,no,no
23145,32,management,married,tertiary,no,no
23146,36,management,divorced,tertiary,no,no
23147,36,technician,single,secondary,yes,no
23148,40,management,single,tertiary,no,no
23149,36,unemployed,married,tertiary,no,yes
23150,40,management,married,tertiary,no,no
23151,36,management,married,secondary,no,no
23152,45,management,married,tertiary,no,no
23153,38,technician,married,tertiary,no,no
23154,50,blue-collar,married,secondary,yes,no
23155,32,management,divorced,tertiary,no,no
23156,44,technician,married,secondary,no,no
23157,41,management,divorced,tertiary,no,no
23158,31,unknown,married,tertiary,no,no
23159,52,blue-collar,married,primary,no,no
23160,37,management,single,tertiary,no,no
23161,30,management,married,tertiary,no,no
23162,39,management,married,secondary,no,no
23163,39,management,divorced,tertiary,no,no
23164,50,blue-collar,married,secondary,no,no
23165,32,technician,married,secondary,no,no
23166,32,technician,single,tertiary,no,no
23167,40,technician,divorced,secondary,no,no
23168,45,technician,divorced,tertiary,no,no
23169,34,management,single,tertiary,no,no
23170,38,management,single,tertiary,no,no
23171,50,housemaid,married,primary,no,no
23172,39,technician,married,secondary,no,no
23173,34,self-employed,single,secondary,no,yes
23174,33,technician,single,secondary,no,no
23175,55,technician,divorced,tertiary,no,no
23176,31,management,single,tertiary,no,no
23177,45,technician,married,secondary,no,no
23178,38,technician,single,tertiary,no,no
23179,50,self-employed,married,tertiary,no,no
23180,51,blue-collar,married,secondary,no,no
23181,31,technician,divorced,tertiary,no,yes
23182,48,management,married,tertiary,no,no
23183,33,management,married,tertiary,no,no
23184,35,technician,married,secondary,no,no
23185,34,services,married,secondary,no,no
23186,45,technician,divorced,tertiary,no,no
23187,35,technician,married,secondary,no,no
23188,51,services,married,unknown,no,no
23189,49,management,married,tertiary,no,no
23190,48,entrepreneur,married,primary,no,no
23191,37,management,married,tertiary,no,yes
23192,58,admin.,married,secondary,no,no
23193,53,management,married,tertiary,no,no
23194,54,management,married,tertiary,no,no
23195,30,management,single,tertiary,no,no
23196,52,management,married,tertiary,no,no
23197,49,blue-collar,married,secondary,no,no
23198,55,retired,married,secondary,no,no
23199,37,technician,married,tertiary,no,no
23200,37,self-employed,married,secondary,no,no
23201,59,retired,married,primary,no,no
23202,32,management,single,tertiary,no,no
23203,49,blue-collar,married,secondary,no,no
23204,59,retired,married,secondary,no,yes
23205,35,technician,divorced,secondary,no,no
23206,41,management,married,tertiary,no,no
23207,38,technician,married,tertiary,no,no
23208,51,technician,married,tertiary,no,no
23209,52,management,divorced,tertiary,no,no
23210,55,services,married,unknown,no,yes
23211,40,technician,married,secondary,no,no
23212,46,blue-collar,married,secondary,no,no
23213,38,management,married,tertiary,no,no
23214,40,management,married,tertiary,no,no
23215,38,technician,married,secondary,no,no
23216,47,admin.,married,secondary,no,no
23217,31,management,married,tertiary,no,no
23218,39,technician,single,tertiary,no,no
23219,59,housemaid,married,primary,no,no
23220,44,management,married,tertiary,no,no
23221,35,technician,single,secondary,no,yes
23222,42,management,single,tertiary,no,no
23223,42,technician,divorced,secondary,no,no
23224,58,management,married,tertiary,no,no
23225,33,management,single,tertiary,no,no
23226,31,management,single,secondary,no,no
23227,48,technician,married,secondary,no,no
23228,59,management,married,tertiary,no,no
23229,31,technician,married,tertiary,no,no
23230,35,technician,married,tertiary,no,no
23231,33,management,single,tertiary,no,yes
23232,48,management,married,tertiary,no,no
23233,56,self-employed,married,tertiary,no,no
23234,41,management,married,tertiary,no,no
23235,36,technician,married,secondary,no,no
23236,48,admin.,married,secondary,no,no
23237,44,admin.,married,tertiary,no,no
23238,38,management,married,tertiary,no,no
23239,44,management,single,tertiary,no,no
23240,31,technician,single,secondary,no,no
23241,42,technician,divorced,tertiary,no,no
23242,35,management,single,tertiary,no,no
23243,36,management,single,tertiary,no,no
23244,43,management,married,tertiary,no,no
23245,31,technician,divorced,secondary,no,no
23246,36,technician,married,secondary,no,no
23247,32,management,married,tertiary,no,no
23248,53,unemployed,married,primary,no,no
23249,58,retired,married,primary,no,no
23250,32,technician,single,secondary,no,no
23251,41,technician,married,secondary,no,no
23252,59,blue-collar,married,primary,no,no
23253,32,management,single,tertiary,no,no
23254,57,retired,married,secondary,no,no
23255,32,management,married,tertiary,no,no
23256,46,management,married,tertiary,no,no
23257,51,blue-collar,married,secondary,no,no
23258,31,technician,married,tertiary,no,no
23259,30,technician,single,secondary,no,no
23260,56,blue-collar,married,secondary,no,no
23261,31,technician,divorced,secondary,no,no
23262,33,technician,married,tertiary,no,no
23263,46,management,divorced,secondary,no,yes
23264,48,technician,divorced,tertiary,no,no
23265,30,technician,married,tertiary,no,yes
23266,47,services,married,primary,no,no
23267,52,technician,married,secondary,no,no
23268,33,technician,single,secondary,yes,no
23269,34,management,single,tertiary,no,no
23270,51,blue-collar,married,primary,no,no
23271,40,entrepreneur,married,primary,no,no
23272,38,technician,divorced,secondary,no,no
23273,56,blue-collar,married,secondary,no,no
23274,31,technician,married,secondary,no,no
23275,34,technician,single,tertiary,no,no
23276,43,housemaid,married,tertiary,no,no
23277,43,technician,divorced,secondary,no,no
23278,57,technician,married,secondary,no,no
23279,39,management,married,tertiary,no,no
23280,45,blue-collar,married,primary,no,no
23281,60,technician,married,tertiary,no,no
23282,46,technician,married,unknown,no,no
23283,46,services,married,secondary,no,no
23284,35,technician,married,secondary,no,no
23285,42,technician,married,secondary,no,no
23286,50,blue-collar,married,primary,no,no
23287,55,admin.,married,secondary,no,no
23288,55,technician,married,secondary,no,no
23289,33,unemployed,divorced,secondary,no,no
23290,54,blue-collar,married,primary,no,no
23291,31,management,married,tertiary,no,no
23292,41,admin.,married,secondary,no,no
23293,55,blue-collar,married,secondary,no,no
23294,46,management,married,secondary,no,no
23295,52,technician,married,secondary,no,no
23296,34,management,single,tertiary,no,no
23297,56,retired,married,primary,no,no
23298,44,technician,single,secondary,no,no
23299,46,admin.,married,secondary,no,no
23300,39,management,divorced,tertiary,no,no
23301,49,management,married,tertiary,no,no
23302,36,management,married,tertiary,no,yes
23303,40,management,single,tertiary,no,no
23304,34,technician,married,secondary,no,no
23305,60,services,married,primary,no,no
23306,45,technician,married,secondary,no,no
23307,38,student,married,secondary,no,no
23308,38,self-employed,married,tertiary,no,no
23309,32,self-employed,single,secondary,no,no
23310,32,admin.,married,tertiary,no,no
23311,43,technician,married,secondary,no,no
23312,36,self-employed,married,secondary,no,no
23313,58,retired,married,secondary,no,no
23314,31,self-employed,single,tertiary,no,no
23315,58,retired,married,unknown,no,no
23316,42,technician,married,secondary,no,no
23317,35,technician,married,secondary,no,no
23318,30,management,single,tertiary,no,no
23319,36,management,married,tertiary,no,no
23320,42,self-employed,married,secondary,no,no
23321,59,technician,divorced,secondary,no,no
23322,30,technician,single,secondary,no,no
23323,33,technician,married,tertiary,no,no
23324,47,blue-collar,married,primary,no,no
23325,38,management,single,tertiary,no,no
23326,51,blue-collar,married,primary,yes,no
23327,31,blue-collar,single,secondary,no,no
23328,46,self-employed,married,primary,no,no
23329,37,technician,divorced,tertiary,no,no
23330,34,technician,single,secondary,no,no
23331,44,management,married,tertiary,no,yes
23332,53,self-employed,married,tertiary,no,no
23333,30,management,single,tertiary,no,no
23334,59,retired,married,primary,no,no
23335,49,blue-collar,married,secondary,no,no
23336,48,technician,married,secondary,no,no
23337,47,technician,divorced,secondary,no,no
23338,44,housemaid,married,secondary,no,no
23339,34,management,married,tertiary,no,no
23340,34,management,divorced,tertiary,no,no
23341,41,technician,married,secondary,no,no
23342,49,technician,married,secondary,yes,no
23343,37,housemaid,married,primary,no,no
23344,32,management,divorced,tertiary,no,no
23345,51,services,married,secondary,no,no
23346,41,management,married,tertiary,yes,no
23347,55,retired,married,secondary,no,no
23348,32,technician,married,tertiary,no,no
23349,42,technician,divorced,tertiary,no,no
23350,32,technician,single,secondary,no,no
23351,48,blue-collar,married,primary,no,no
23352,58,self-employed,married,tertiary,no,no
23353,31,management,married,tertiary,no,no
23354,39,management,single,tertiary,no,no
23355,42,self-employed,married,tertiary,no,no
23356,36,technician,divorced,secondary,no,yes
23357,44,technician,married,secondary,no,no
23358,58,services,married,secondary,no,no
23359,51,housemaid,married,secondary,no,no
23360,30,management,single,tertiary,no,no
23361,31,technician,single,tertiary,no,no
23362,56,services,married,secondary,no,no
23363,31,management,single,tertiary,no,no
23364,32,technician,married,secondary,no,no
23365,57,blue-collar,married,secondary,no,no
23366,48,management,married,tertiary,no,no
23367,32,technician,single,secondary,no,no
23368,33,management,single,tertiary,no,no
23369,54,management,married,tertiary,no,no
23370,50,blue-collar,married,primary,no,no
23371,30,management,single,tertiary,no,no
23372,30,management,married,tertiary,no,no
23373,54,management,divorced,tertiary,no,no
23374,54,self-employed,married,unknown,no,no
23375,56,management,divorced,tertiary,no,no
23376,38,housemaid,married,primary,no,no
23377,45,self-employed,married,tertiary,no,no
23378,50,management,married,secondary,no,no
23379,58,retired,married,secondary,no,no
23380,50,services,married,secondary,no,no
23381,55,management,married,tertiary,no,no
23382,32,technician,single,secondary,no,no
23383,50,blue-collar,married,secondary,no,no
23384,53,technician,divorced,secondary,no,no
23385,43,management,married,tertiary,yes,no
23386,48,technician,divorced,secondary,yes,no
23387,37,blue-collar,single,secondary,no,no
23388,43,housemaid,married,secondary,no,no
23389,46,admin.,married,secondary,no,no
23390,37,management,married,tertiary,no,no
23391,35,management,married,tertiary,no,no
23392,36,services,married,secondary,no,no
23393,53,management,married,tertiary,no,no
23394,33,technician,married,secondary,no,no
23395,31,technician,married,secondary,no,no
23396,32,technician,single,tertiary,no,no
23397,31,management,single,tertiary,no,no
23398,40,management,single,tertiary,no,no
23399,50,technician,divorced,secondary,no,no
23400,32,admin.,single,tertiary,no,no
23401,40,technician,married,secondary,no,no
23402,39,management,single,tertiary,no,no
23403,53,management,divorced,tertiary,no,no
23404,37,management,married,secondary,no,no
23405,33,technician,married,tertiary,no,no
23406,39,management,single,secondary,no,no
23407,40,management,married,secondary,yes,no
23408,34,admin.,married,secondary,no,no
23409,30,management,single,tertiary,no,no
23410,34,technician,single,tertiary,yes,no
23411,56,technician,married,secondary,no,no
23412,31,technician,single,secondary,no,no
23413,37,entrepreneur,married,tertiary,no,no
23414,34,management,single,tertiary,no,no
23415,37,housemaid,single,tertiary,no,no
23416,49,management,married,tertiary,no,no
23417,50,housemaid,married,primary,no,no
23418,55,admin.,married,secondary,no,no
23419,52,admin.,married,secondary,no,no
23420,48,management,married,tertiary,no,no
23421,40,self-employed,married,secondary,yes,no
23422,37,technician,married,secondary,no,no
23423,40,technician,married,secondary,yes,no
23424,47,management,married,tertiary,no,no
23425,47,blue-collar,married,tertiary,no,no
23426,54,blue-collar,married,secondary,no,no
23427,33,management,single,tertiary,no,no
23428,39,management,married,secondary,no,no
23429,32,self-employed,married,tertiary,no,no
23430,38,unemployed,single,secondary,no,no
23431,45,blue-collar,married,secondary,no,no
23432,35,entrepreneur,married,tertiary,no,no
23433,38,technician,married,secondary,no,no
23434,56,self-employed,married,secondary,no,no
23435,30,management,single,secondary,no,no
23436,30,technician,single,tertiary,no,no
23437,33,management,single,tertiary,no,yes
23438,58,management,single,tertiary,no,no
23439,33,management,married,tertiary,no,no
23440,31,technician,single,secondary,no,no
23441,50,admin.,married,secondary,no,no
23442,47,technician,married,secondary,no,no
23443,33,management,single,tertiary,no,no
23444,48,admin.,married,secondary,no,no
23445,32,management,single,tertiary,no,no
23446,33,management,single,tertiary,no,no
23447,46,services,married,secondary,no,no
23448,43,technician,divorced,secondary,no,no
23449,33,technician,married,tertiary,no,no
23450,58,retired,married,tertiary,no,no
23451,30,management,married,tertiary,no,no
23452,59,management,married,tertiary,no,no
23453,30,technician,single,secondary,no,no
23454,41,management,married,tertiary,no,no
23455,32,management,single,tertiary,no,no
23456,31,technician,single,secondary,no,no
23457,38,technician,married,secondary,no,no
23458,31,management,married,tertiary,no,no
23459,58,retired,married,secondary,yes,no
23460,41,technician,single,secondary,no,no
23461,32,technician,single,secondary,no,no
23462,60,blue-collar,married,primary,no,no
23463,31,management,married,tertiary,no,no
23464,39,management,married,tertiary,no,no
23465,58,management,married,tertiary,no,no
23466,56,retired,married,primary,yes,no
23467,34,management,married,tertiary,no,no
23468,52,blue-collar,married,primary,no,no
23469,36,technician,married,tertiary,no,no
23470,44,technician,married,secondary,no,no
23471,34,self-employed,married,tertiary,no,yes
23472,43,management,single,secondary,no,no
23473,36,technician,married,secondary,no,yes
23474,55,technician,married,secondary,no,no
23475,32,management,married,tertiary,no,no
23476,46,housemaid,married,secondary,no,no
23477,42,technician,married,secondary,no,no
23478,32,management,married,tertiary,no,no
23479,39,technician,married,tertiary,no,no
23480,43,management,married,tertiary,no,no
23481,32,management,single,tertiary,no,no
23482,45,management,married,secondary,no,no
23483,34,entrepreneur,married,secondary,no,no
23484,51,technician,divorced,tertiary,no,no
23485,34,unemployed,married,tertiary,no,no
23486,34,management,single,tertiary,no,no
23487,40,technician,single,secondary,no,no
23488,44,entrepreneur,married,tertiary,no,no
23489,51,management,married,secondary,no,no
23490,51,blue-collar,married,primary,no,no
23491,52,management,married,tertiary,no,no
23492,57,management,married,tertiary,no,no
23493,36,management,divorced,tertiary,no,no
23494,33,technician,married,secondary,no,no
23495,53,services,married,secondary,yes,no
23496,57,management,married,tertiary,no,no
23497,32,management,single,tertiary,no,no
23498,57,blue-collar,married,unknown,no,no
23499,31,management,married,tertiary,no,no
23500,30,technician,single,tertiary,no,no
23501,56,retired,married,primary,no,no
23502,37,management,married,secondary,no,no
23503,35,technician,married,secondary,no,no
23504,41,management,married,tertiary,no,no
23505,34,management,married,tertiary,no,no
23506,44,management,married,tertiary,no,no
23507,40,technician,married,secondary,no,no
23508,31,management,married,tertiary,no,no
23509,41,technician,married,secondary,no,no
23510,32,management,married,tertiary,no,no
23511,37,management,married,tertiary,no,no
23512,33,technician,single,tertiary,no,no
23513,33,management,married,secondary,no,no
23514,52,management,married,tertiary,no,no
23515,49,housemaid,married,secondary,no,no
23516,53,housemaid,married,primary,yes,no
23517,54,services,married,tertiary,no,no
23518,59,management,divorced,tertiary,no,no
23519,30,technician,single,secondary,no,no
