,balance,housing,loan,contact,day,y
24302,0,yes,no,cellular,17,no
24303,17432,no,no,cellular,17,no
24304,4403,yes,yes,unknown,17,no
24305,0,yes,no,cellular,17,no
24306,2063,yes,no,cellular,17,no
24307,69,yes,yes,cellular,17,no
24308,326,yes,no,cellular,17,no
24309,410,yes,yes,cellular,17,no
24310,113,yes,no,cellular,17,no
24311,2749,yes,yes,cellular,17,no
24312,209,no,no,cellular,17,no
24313,926,yes,no,cellular,17,no
24314,856,yes,no,telephone,17,no
24315,246,yes,no,cellular,17,no
24316,32,yes,yes,cellular,17,no
24317,209,no,yes,unknown,17,no
24318,0,yes,no,cellular,17,no
24319,4466,no,no,cellular,17,no
24320,0,no,no,telephone,17,no
24321,7387,no,no,telephone,17,no
24322,5420,yes,no,cellular,17,no
24323,1415,yes,no,cellular,17,no
24324,1448,no,no,cellular,17,no
24325,272,yes,yes,cellular,17,no
24326,5766,yes,yes,cellular,17,no
24327,101,yes,no,cellular,17,no
24328,4,yes,yes,telephone,17,no
24329,0,no,no,cellular,17,no
24330,500,yes,no,cellular,17,no
24331,5057,yes,no,cellular,17,no
24332,5827,no,no,cellular,17,no
24333,3013,yes,no,cellular,17,no
24334,283,no,yes,unknown,17,no
24335,3094,yes,no,cellular,17,no
24336,5010,no,no,cellular,17,no
24337,4962,no,yes,cellular,17,no
24338,7089,no,no,telephone,17,no
24339,2348,no,no,cellular,17,no
24340,2479,no,no,cellular,17,no
24341,865,yes,no,cellular,17,no
24342,450,no,no,telephone,17,no
24343,1265,yes,no,cellular,17,no
24344,738,no,no,cellular,17,no
24345,191,yes,yes,telephone,17,no
24346,8106,no,no,unknown,17,no
24347,30,yes,yes,cellular,17,no
24348,518,yes,no,telephone,17,no
24349,-155,yes,no,cellular,17,no
24350,0,no,no,cellular,17,no
24351,12226,yes,no,cellular,17,no
24352,48,no,yes,cellular,17,no
24353,1364,no,no,cellular,17,no
24354,5564,no,no,cellular,17,no
24355,720,yes,no,unknown,17,no
24356,14107,no,no,cellular,17,no
24357,2126,yes,no,cellular,17,no
24358,46,no,yes,cellular,17,no
24359,5423,no,yes,cellular,17,no
24360,-198,yes,no,cellular,17,no
24361,1871,yes,no,cellular,17,no
24362,-355,yes,yes,cellular,17,no
24363,3505,no,no,cellular,17,yes
24364,8332,no,no,unknown,17,no
24365,1575,no,no,cellular,17,no
24366,689,yes,no,cellular,17,no
24367,-565,yes,yes,cellular,17,no
24368,2370,yes,yes,unknown,17,no
24369,328,yes,yes,cellular,17,no
24370,2578,no,no,cellular,17,no
24371,1661,yes,yes,cellular,17,no
24372,6493,yes,no,telephone,17,no
24373,3760,no,no,cellular,17,no
24374,463,yes,no,cellular,17,no
24375,135,yes,no,unknown,17,no
24376,77,yes,no,cellular,17,no
24377,0,yes,no,cellular,17,no
24378,2668,no,no,telephone,17,no
24379,1262,no,yes,cellular,17,no
24380,20187,yes,no,cellular,17,no
24381,135,yes,yes,cellular,17,no
24382,1191,no,yes,cellular,17,no
24383,7343,no,no,cellular,17,no
24384,315,yes,no,cellular,17,no
24385,1573,yes,yes,cellular,17,no
24386,0,no,no,cellular,17,no
24387,1144,yes,yes,cellular,17,no
24388,685,no,no,unknown,17,no
24389,621,yes,no,cellular,17,no
24390,2228,no,no,cellular,17,yes
24391,1039,yes,no,cellular,17,no
24392,0,no,no,cellular,17,no
24393,0,yes,no,cellular,17,no
24394,1306,yes,no,telephone,17,no
24395,0,yes,no,cellular,17,no
24396,819,no,yes,cellular,17,no
24397,33,no,no,telephone,17,no
24398,898,no,no,cellular,17,no
24399,2919,yes,no,cellular,17,no
24400,1108,yes,no,cellular,17,no
24401,0,yes,yes,cellular,17,no
24402,4344,yes,no,cellular,17,no
24403,1952,yes,no,cellular,17,no
24404,2551,yes,no,cellular,17,no
24405,472,yes,yes,unknown,17,no
24406,1171,yes,no,cellular,17,no
24407,514,yes,no,cellular,17,no
24408,1435,yes,no,cellular,17,no
24409,0,yes,no,cellular,17,no
24410,597,no,yes,telephone,17,no
24411,252,yes,yes,cellular,17,no
24412,0,yes,no,cellular,17,no
24413,6572,yes,no,cellular,17,no
24414,10,yes,no,cellular,17,no
24415,4425,no,no,unknown,17,no
24416,-36,yes,no,cellular,17,no
24417,18,yes,no,cellular,17,no
24418,0,yes,no,cellular,17,no
24419,92,no,yes,cellular,17,no
24420,4230,no,yes,cellular,17,no
24421,0,no,yes,cellular,17,no
24422,1730,no,no,cellular,17,no
24423,295,no,yes,cellular,17,no
24424,4544,no,no,cellular,17,no
24425,202,yes,no,cellular,17,yes
24426,313,yes,no,cellular,17,no
24427,716,yes,yes,cellular,17,no
24428,0,yes,no,cellular,17,no
24429,419,yes,no,cellular,17,no
24430,344,yes,yes,cellular,17,no
24431,0,no,yes,cellular,17,no
24432,1467,yes,yes,cellular,17,no
24433,0,yes,no,cellular,17,no
24434,427,no,no,cellular,17,no
24435,14282,yes,no,cellular,17,no
24436,0,yes,no,cellular,17,no
24437,3735,no,no,cellular,17,no
24438,279,yes,no,cellular,17,no
24439,1270,yes,no,cellular,17,no
24440,-370,no,no,cellular,17,no
24441,380,no,no,cellular,17,yes
24442,209,yes,no,cellular,17,no
24443,441,yes,yes,cellular,17,no
24444,0,yes,no,cellular,17,no
24445,536,yes,no,cellular,17,no
24446,5187,no,yes,cellular,17,no
24447,1029,no,no,cellular,17,no
24448,0,yes,no,cellular,17,no
24449,4826,yes,no,cellular,17,no
24450,1048,yes,no,cellular,17,no
24451,2398,yes,no,cellular,17,no
24452,0,yes,yes,cellular,17,no
24453,0,no,no,cellular,17,no
24454,179,yes,no,cellular,17,no
24455,71,yes,no,cellular,17,no
24456,1918,yes,no,cellular,17,no
24457,2192,yes,no,cellular,17,no
24458,4005,yes,no,cellular,17,no
24459,0,no,no,cellular,17,no
24460,2223,no,no,cellular,17,no
24461,112,yes,no,cellular,17,no
24462,493,yes,yes,cellular,17,no
24463,0,yes,yes,cellular,17,no
24464,0,yes,no,telephone,17,no
24465,17092,no,no,cellular,17,no
24466,163,yes,no,cellular,17,no
24467,3029,yes,no,cellular,17,no
24468,6164,yes,no,cellular,17,no
24469,563,yes,no,cellular,17,no
24470,1246,yes,no,cellular,17,no
24471,16264,no,no,telephone,17,no
24472,2363,yes,no,cellular,17,no
24473,1797,yes,yes,cellular,17,no
24474,7007,no,no,cellular,17,no
24475,3440,yes,no,cellular,17,no
24476,16,yes,yes,cellular,17,no
24477,13,no,no,cellular,17,no
24478,968,no,no,cellular,17,no
24479,300,yes,no,cellular,17,no
24480,2747,no,no,cellular,17,no
24481,-24,yes,no,telephone,17,no
24482,361,no,no,cellular,17,no
24483,81,yes,no,cellular,17,no
24484,508,yes,no,cellular,17,no
24485,321,no,yes,cellular,17,no
24486,373,no,no,cellular,17,no
24487,3840,yes,yes,cellular,17,no
24488,2096,no,no,cellular,17,no
24489,2020,yes,no,cellular,17,no
24490,24,yes,no,cellular,17,no
24491,-637,yes,no,cellular,17,no
24492,425,yes,no,cellular,17,no
24493,69,yes,no,cellular,17,no
24494,80,no,yes,cellular,17,no
24495,5310,yes,no,cellular,17,yes
24496,935,yes,no,cellular,17,no
24497,585,yes,no,cellular,17,no
24498,0,yes,no,cellular,17,no
24499,757,yes,no,cellular,17,no
24500,3150,yes,no,cellular,17,no
24501,5,yes,no,cellular,17,no
24502,634,yes,no,cellular,17,no
24503,0,yes,no,cellular,17,no
24504,9678,yes,no,cellular,17,no
24505,677,yes,no,cellular,17,no
24506,970,yes,no,telephone,17,no
24507,0,yes,no,cellular,17,no
24508,899,no,yes,cellular,17,no
24509,1504,yes,yes,cellular,17,yes
24510,830,no,no,cellular,17,no
24511,-174,yes,yes,cellular,17,no
24512,1357,yes,no,cellular,17,no
24513,0,yes,no,cellular,17,no
24514,-1415,yes,yes,cellular,17,no
24515,1187,no,no,unknown,17,no
24516,0,no,no,cellular,17,no
24517,2719,yes,no,cellular,17,no
24518,588,no,no,cellular,17,no
24519,4583,yes,no,cellular,17,no
24520,0,yes,no,cellular,17,no
24521,0,yes,no,cellular,17,no
24522,1657,yes,yes,cellular,17,no
24523,2289,yes,yes,cellular,17,no
24524,567,yes,no,cellular,17,no
24525,722,no,no,cellular,17,no
24526,200,no,no,cellular,17,no
24527,1783,no,yes,cellular,17,yes
24528,-259,no,no,cellular,17,no
24529,22341,yes,no,cellular,17,no
24530,785,yes,no,cellular,17,no
24531,248,yes,yes,cellular,17,no
24532,226,yes,no,cellular,17,no
24533,746,yes,no,cellular,17,no
24534,4504,yes,no,cellular,17,no
24535,12061,yes,no,cellular,17,no
24536,-15,no,no,cellular,17,no
24537,6274,yes,no,cellular,17,no
24538,-741,yes,yes,cellular,17,no
24539,2920,yes,no,cellular,17,no
24540,2152,yes,no,cellular,17,no
24541,189,yes,no,cellular,17,no
24542,601,no,no,cellular,17,no
24543,877,no,no,cellular,17,no
24544,28,no,no,telephone,17,no
24545,0,no,no,cellular,17,no
24546,5326,no,no,cellular,17,no
24547,1563,yes,no,cellular,17,no
24548,1932,yes,no,cellular,17,no
24549,1144,yes,no,cellular,17,no
24550,4861,no,no,cellular,17,no
24551,4593,yes,yes,cellular,17,no
24552,99,yes,yes,cellular,17,no
24553,4,no,no,cellular,17,no
24554,3111,yes,no,cellular,17,no
24555,2576,yes,no,cellular,17,no
24556,1451,yes,no,cellular,17,no
24557,672,no,yes,cellular,17,no
24558,1319,yes,no,cellular,17,no
24559,1012,yes,yes,telephone,17,no
24560,557,yes,no,cellular,17,no
24561,5057,no,no,cellular,17,no
24562,2749,yes,no,cellular,17,no
24563,0,yes,no,cellular,17,no
24564,1143,yes,yes,telephone,17,no
24565,0,yes,no,cellular,17,yes
24566,600,yes,no,cellular,17,no
24567,350,no,yes,cellular,17,no
24568,34247,yes,no,cellular,17,no
24569,0,no,no,cellular,17,no
24570,248,no,yes,cellular,17,no
24571,0,yes,no,cellular,17,no
24572,2,yes,no,cellular,17,no
24573,1818,no,yes,cellular,17,no
24574,3837,yes,no,cellular,17,no
24575,202,no,yes,cellular,17,no
24576,242,no,no,cellular,17,no
24577,16,no,no,cellular,17,no
24578,0,yes,no,cellular,17,no
24579,11650,yes,no,cellular,17,no
24580,58,yes,no,cellular,17,no
24581,3552,yes,no,cellular,17,no
24582,572,no,no,cellular,17,no
24583,0,yes,yes,cellular,17,no
24584,131,no,no,cellular,17,no
24585,38,yes,no,cellular,17,no
24586,2155,no,no,cellular,17,no
24587,560,yes,no,cellular,17,no
24588,20,yes,no,cellular,17,no
24589,-954,yes,no,cellular,17,no
24590,0,no,yes,cellular,17,no
24591,230,yes,no,cellular,17,no
24592,505,yes,yes,cellular,17,no
24593,93,yes,no,cellular,17,no
24594,0,yes,no,cellular,17,no
24595,3843,yes,no,cellular,17,no
24596,109,no,yes,telephone,17,no
24597,2347,no,yes,cellular,17,no
24598,1392,no,yes,cellular,17,no
24599,264,yes,yes,cellular,17,no
24600,3640,no,no,cellular,17,no
24601,1831,no,no,cellular,17,no
24602,1904,no,yes,cellular,17,no
24603,734,yes,no,cellular,17,no
24604,620,yes,no,cellular,17,no
24605,5,yes,no,cellular,17,no
24606,821,yes,yes,cellular,17,no
24607,0,yes,no,cellular,17,no
24608,4654,no,no,cellular,17,no
24609,275,no,no,cellular,17,no
24610,1049,yes,no,cellular,17,no
24611,1414,yes,no,unknown,17,no
24612,2145,no,no,telephone,17,no
24613,653,yes,no,telephone,17,no
24614,-210,yes,no,cellular,17,no
24615,163,yes,no,cellular,17,no
24616,0,yes,no,cellular,17,no
24617,1058,no,no,telephone,17,no
24618,11971,yes,no,unknown,17,no
24619,7595,no,no,cellular,17,no
24620,794,yes,yes,cellular,17,no
24621,1168,no,no,telephone,17,no
24622,2269,no,no,cellular,17,yes
24623,271,yes,no,cellular,17,no
24624,1158,no,no,unknown,17,no
24625,0,yes,yes,cellular,17,no
24626,-478,yes,no,cellular,17,no
24627,3795,yes,yes,cellular,17,no
24628,463,no,yes,cellular,17,no
24629,653,yes,no,cellular,17,no
24630,486,yes,yes,cellular,17,no
24631,2242,no,no,cellular,17,no
24632,1255,yes,no,cellular,17,no
24633,-403,no,yes,cellular,17,no
24634,2171,yes,no,cellular,17,no
24635,0,yes,no,cellular,17,no
24636,23,no,no,cellular,17,no
24637,2636,no,no,cellular,17,no
24638,1029,yes,yes,cellular,17,no
24639,12839,yes,no,cellular,17,no
24640,1241,yes,yes,telephone,17,no
24641,-1157,no,yes,cellular,17,no
24642,0,no,no,cellular,17,no
24643,0,no,no,telephone,17,no
24644,917,no,yes,cellular,17,no
24645,1781,no,no,cellular,17,no
24646,2139,no,no,cellular,17,no
24647,815,no,no,cellular,17,no
24648,2278,no,no,unknown,17,no
24649,1502,no,no,telephone,17,no
24650,7,yes,no,cellular,17,no
24651,2378,no,no,cellular,17,yes
24652,217,no,no,telephone,17,no
24653,856,no,no,cellular,17,no
24654,652,no,no,cellular,17,no
24655,1375,yes,no,cellular,17,no
24656,2707,no,no,cellular,17,no
24657,3684,yes,no,cellular,17,no
24658,426,yes,no,telephone,17,no
24659,216,yes,yes,cellular,17,no
24660,299,no,no,cellular,17,no
24661,-78,no,yes,cellular,17,no
24662,237,yes,no,telephone,17,no
24663,1988,no,no,cellular,17,no
24664,1354,yes,yes,cellular,17,no
24665,8,no,yes,cellular,17,no
24666,66,yes,no,cellular,17,no
24667,1503,no,no,cellular,17,no
24668,1565,yes,yes,cellular,17,no
24669,68,yes,no,cellular,17,no
24670,0,no,no,telephone,17,no
24671,3018,yes,no,cellular,17,no
24672,1043,yes,no,cellular,17,no
24673,876,yes,no,cellular,17,no
24674,0,yes,yes,cellular,17,no
24675,1027,yes,no,telephone,17,no
24676,724,yes,no,cellular,17,no
24677,324,yes,no,cellular,17,no
24678,3337,yes,no,telephone,17,no
24679,1162,no,no,telephone,17,no
24680,452,yes,no,cellular,17,no
24681,614,no,no,cellular,17,no
24682,0,yes,no,cellular,17,no
24683,0,yes,no,cellular,17,no
24684,0,yes,no,cellular,17,no
24685,430,no,no,cellular,17,no
24686,219,yes,no,cellular,17,no
24687,627,yes,no,cellular,17,no
24688,2935,yes,yes,cellular,17,no
24689,1101,no,no,telephone,17,no
24690,1286,yes,no,telephone,17,no
24691,2106,yes,no,cellular,17,no
24692,453,no,no,cellular,17,no
24693,1036,yes,yes,telephone,17,no
24694,1077,yes,yes,cellular,17,no
24695,825,yes,no,cellular,17,no
24696,2767,yes,no,cellular,17,no
24697,1269,yes,no,cellular,17,no
24698,1150,no,yes,cellular,17,no
24699,5115,yes,no,cellular,17,yes
24700,18,yes,yes,cellular,17,no
24701,1092,yes,yes,cellular,17,no
24702,121,no,yes,cellular,17,no
24703,644,no,yes,cellular,17,no
24704,0,yes,no,cellular,17,no
24705,1606,no,no,telephone,17,no
24706,469,yes,no,cellular,17,no
24707,1680,yes,no,cellular,17,no
24708,12,yes,no,cellular,17,no
24709,781,no,yes,cellular,17,yes
24710,10378,yes,no,cellular,17,no
24711,0,yes,no,cellular,17,no
24712,1826,yes,no,cellular,17,no
24713,6153,no,no,telephone,17,no
24714,0,yes,no,cellular,17,no
24715,0,yes,yes,cellular,17,no
24716,525,no,no,cellular,17,no
24717,611,no,yes,cellular,17,no
24718,4958,yes,no,cellular,17,no
24719,97,no,yes,telephone,17,no
24720,197,yes,no,cellular,17,no
24721,106,yes,no,unknown,17,no
24722,406,no,no,cellular,17,no
24723,204,yes,no,cellular,17,no
24724,2479,yes,no,telephone,17,no
24725,-188,yes,yes,cellular,17,yes
24726,42,yes,yes,cellular,17,no
24727,1485,yes,no,cellular,17,no
24728,0,no,yes,cellular,17,no
24729,755,no,no,cellular,17,no
24730,981,yes,no,cellular,17,no
24731,0,no,no,cellular,17,no
24732,690,yes,no,cellular,17,no
24733,653,no,no,cellular,17,no
24734,1777,yes,no,cellular,18,no
24735,0,yes,yes,cellular,18,no
24736,3329,no,no,cellular,18,no
24737,1201,yes,yes,cellular,18,no
24738,761,no,no,telephone,18,yes
24739,3059,yes,yes,cellular,18,no
24740,530,no,no,cellular,18,no
24741,0,no,no,telephone,18,no
24742,7673,yes,no,cellular,18,no
24743,148,yes,no,cellular,18,no
24744,323,yes,no,cellular,18,no
24745,751,yes,no,cellular,18,no
24746,2868,no,no,cellular,18,no
24747,-388,no,no,cellular,18,no
24748,1240,yes,no,cellular,18,no
24749,894,yes,no,cellular,18,no
24750,201,no,no,cellular,18,no
24751,2269,yes,no,cellular,18,no
24752,4324,yes,no,cellular,18,no
24753,756,yes,no,cellular,18,no
24754,2039,yes,no,cellular,18,no
24755,13342,yes,no,cellular,18,no
24756,723,yes,no,cellular,18,no
24757,15,no,no,cellular,18,no
24758,195,yes,no,cellular,18,no
24759,879,yes,no,cellular,18,no
24760,3275,yes,no,cellular,18,no
24761,2249,yes,no,telephone,18,no
24762,7717,yes,no,cellular,18,no
24763,162,no,no,telephone,18,no
24764,606,no,yes,cellular,18,no
24765,137,no,yes,cellular,18,no
24766,26575,no,no,cellular,18,no
24767,135,yes,no,cellular,18,no
24768,133,yes,no,cellular,18,no
24769,2133,no,no,cellular,18,no
24770,2305,yes,no,cellular,18,no
24771,19,yes,no,cellular,18,yes
24772,2101,no,no,cellular,18,no
24773,1613,yes,no,cellular,18,no
24774,-76,yes,no,cellular,18,no
24775,1741,yes,yes,telephone,18,no
24776,10888,yes,no,cellular,18,no
24777,417,yes,no,cellular,18,no
24778,0,yes,yes,cellular,18,no
24779,4320,yes,no,cellular,18,no
24780,618,yes,no,cellular,18,no
24781,65,yes,no,cellular,18,no
24782,4508,yes,no,cellular,18,yes
24783,0,no,no,cellular,18,no
24784,263,yes,no,cellular,18,no
24785,280,no,yes,cellular,18,no
24786,1461,yes,no,cellular,18,no
24787,7108,yes,yes,cellular,18,no
24788,2496,no,yes,cellular,18,no
24789,256,yes,no,cellular,18,no
24790,33,no,no,cellular,18,no
24791,1674,no,no,cellular,18,no
24792,316,yes,no,cellular,18,no
24793,0,yes,no,cellular,18,no
24794,13,no,yes,cellular,18,no
24795,4415,yes,no,cellular,18,no
24796,24,yes,no,cellular,18,no
24797,2,yes,no,cellular,18,no
24798,2126,no,yes,cellular,18,no
24799,4819,no,no,cellular,18,no
24800,112,yes,no,cellular,18,no
24801,9339,yes,no,telephone,18,no
24802,589,yes,no,cellular,18,no
24803,170,no,no,cellular,18,no
24804,559,yes,no,telephone,18,no
24805,0,yes,no,cellular,18,no
24806,2203,yes,no,telephone,18,no
24807,104,yes,yes,cellular,18,no
24808,1636,yes,yes,cellular,18,no
24809,172,yes,yes,cellular,18,no
24810,390,no,no,telephone,18,no
24811,476,yes,yes,cellular,18,no
24812,2105,yes,no,cellular,18,no
24813,93,no,yes,cellular,18,no
24814,16,yes,yes,cellular,18,no
24815,3944,yes,no,cellular,18,no
24816,4982,yes,no,telephone,18,no
24817,14,yes,no,telephone,18,no
24818,2831,yes,no,cellular,18,no
24819,2717,yes,no,cellular,18,no
24820,63,no,no,telephone,18,no
24821,6376,yes,no,cellular,18,no
24822,196,yes,no,cellular,18,no
24823,36,no,no,cellular,18,no
24824,13,yes,no,cellular,18,no
24825,283,yes,no,cellular,18,no
24826,154,yes,no,cellular,18,no
24827,470,no,no,cellular,18,no
24828,1199,yes,no,cellular,18,no
24829,4,yes,no,cellular,18,no
24830,66,no,no,cellular,18,yes
24831,0,yes,no,cellular,18,no
24832,2165,yes,no,cellular,18,no
24833,0,yes,yes,cellular,18,no
24834,428,yes,no,cellular,18,no
24835,257,no,yes,cellular,18,no
24836,4856,yes,no,cellular,18,no
24837,722,yes,no,cellular,18,no
24838,-247,yes,yes,cellular,18,no
24839,16517,no,no,cellular,18,no
24840,0,yes,no,cellular,18,no
24841,6,yes,no,cellular,18,no
24842,1164,no,no,cellular,18,no
24843,0,yes,no,cellular,18,no
24844,5260,yes,no,cellular,18,no
24845,2453,yes,yes,cellular,18,no
24846,0,yes,no,cellular,18,no
24847,13931,yes,no,cellular,18,no
24848,0,yes,no,cellular,18,no
24849,2266,no,no,cellular,18,yes
24850,1769,yes,no,cellular,18,no
24851,4301,yes,yes,cellular,18,no
24852,306,no,yes,cellular,18,no
24853,0,yes,no,cellular,18,no
24854,7378,no,no,cellular,18,no
24855,-723,yes,yes,cellular,18,no
24856,2702,no,no,cellular,18,no
24857,1388,no,no,cellular,18,no
24858,68,yes,yes,cellular,18,no
24859,454,yes,no,cellular,18,no
24860,330,yes,yes,cellular,18,no
24861,1509,yes,no,cellular,18,no
24862,225,yes,no,cellular,18,no
24863,53,yes,no,cellular,18,no
24864,1515,yes,no,cellular,18,no
24865,1802,no,no,cellular,18,no
24866,561,no,no,cellular,18,no
24867,2429,no,yes,cellular,18,no
24868,786,yes,yes,cellular,18,no
24869,1155,no,yes,cellular,18,no
24870,1226,no,no,cellular,18,no
24871,14,yes,yes,cellular,18,no
24872,0,no,yes,cellular,18,no
24873,153,yes,no,cellular,18,no
24874,222,no,no,cellular,18,no
24875,664,no,yes,cellular,18,no
24876,1194,yes,no,cellular,18,no
24877,363,no,no,cellular,18,no
24878,91,no,yes,cellular,18,no
24879,2819,yes,no,cellular,18,no
24880,414,no,no,cellular,18,no
24881,0,yes,yes,cellular,18,no
24882,259,no,no,cellular,18,no
24883,1442,no,no,cellular,18,no
24884,427,yes,no,cellular,18,no
24885,0,no,no,cellular,18,no
24886,4646,yes,no,cellular,18,yes
24887,4056,no,no,cellular,18,no
24888,-24,no,no,cellular,18,no
24889,108,no,no,cellular,18,no
24890,1681,no,no,cellular,18,no
24891,1062,no,no,cellular,18,no
24892,2152,yes,no,cellular,18,no
24893,836,no,no,cellular,18,no
24894,3854,yes,no,cellular,18,no
24895,4463,no,no,cellular,18,no
24896,2729,yes,no,cellular,18,yes
24897,1958,yes,no,cellular,18,no
24898,3,yes,no,cellular,18,no
24899,8277,yes,no,cellular,18,no
24900,146,no,no,cellular,18,no
24901,3770,yes,no,cellular,18,no
24902,446,yes,no,cellular,18,no
24903,458,no,no,cellular,18,no
24904,661,yes,no,cellular,18,no
24905,0,no,no,cellular,18,no
24906,1217,yes,yes,cellular,18,no
24907,7530,no,no,cellular,18,no
24908,14412,no,no,cellular,18,no
24909,4787,yes,no,cellular,18,no
24910,1684,yes,no,cellular,18,no
24911,1345,yes,no,cellular,18,no
24912,349,yes,no,cellular,18,no
24913,1375,yes,no,cellular,18,no
24914,0,no,no,cellular,18,no
24915,0,yes,no,cellular,18,no
24916,97,no,no,cellular,18,no
24917,2273,yes,no,cellular,18,no
24918,1100,yes,no,cellular,18,no
24919,764,yes,no,cellular,18,no
24920,1323,yes,no,cellular,18,no
24921,8491,yes,no,cellular,18,yes
24922,1494,yes,no,cellular,18,yes
24923,2877,yes,no,cellular,18,no
24924,481,no,no,cellular,18,no
24925,482,yes,no,cellular,18,no
24926,1050,yes,no,cellular,18,yes
24927,-305,no,yes,cellular,18,no
24928,53,yes,no,cellular,18,no
24929,1205,yes,no,cellular,18,no
24930,2732,yes,no,unknown,18,no
24931,258,yes,yes,cellular,18,no
24932,51,yes,no,cellular,18,no
24933,6188,no,no,cellular,18,yes
24934,353,yes,yes,cellular,18,no
24935,371,no,no,cellular,18,no
24936,26,no,yes,cellular,18,yes
24937,275,yes,no,cellular,18,no
24938,4,no,yes,unknown,18,no
24939,318,no,no,cellular,18,no
24940,685,yes,no,cellular,18,no
24941,10,no,yes,cellular,18,no
24942,-346,no,yes,cellular,18,no
24943,1041,no,no,cellular,18,no
24944,1927,yes,no,cellular,18,no
24945,512,no,no,cellular,18,no
24946,131,yes,no,cellular,18,no
24947,1880,yes,no,cellular,18,no
24948,5862,yes,no,cellular,18,no
24949,1342,yes,yes,cellular,18,no
24950,342,yes,no,cellular,18,no
24951,1021,no,no,unknown,18,no
24952,728,yes,yes,cellular,18,no
24953,0,yes,yes,cellular,18,no
24954,0,yes,no,cellular,18,no
24955,596,yes,no,cellular,18,no
24956,1100,yes,no,cellular,18,no
24957,63,no,no,cellular,18,no
24958,4313,yes,no,unknown,18,no
24959,829,yes,yes,cellular,18,no
24960,3237,yes,no,cellular,18,no
24961,222,yes,no,cellular,18,no
24962,5811,yes,no,cellular,18,no
24963,10653,yes,no,cellular,18,no
24964,3185,no,no,cellular,18,no
24965,178,yes,no,cellular,18,no
24966,130,yes,yes,cellular,18,no
24967,54,yes,yes,telephone,18,no
24968,-934,yes,no,cellular,18,no
24969,3732,yes,no,cellular,18,no
24970,585,yes,no,cellular,18,no
24971,3520,no,no,cellular,18,no
24972,0,yes,no,cellular,18,no
24973,2596,no,no,telephone,18,no
24974,0,no,yes,cellular,18,no
24975,2603,no,no,cellular,18,no
24976,0,yes,no,cellular,18,yes
24977,1174,yes,no,cellular,18,no
24978,0,no,no,cellular,18,no
24979,0,no,no,cellular,18,yes
24980,2115,yes,no,cellular,18,no
24981,701,no,no,unknown,18,no
24982,2038,yes,no,cellular,18,no
24983,541,no,no,cellular,18,no
24984,7338,no,no,cellular,18,no
24985,1316,yes,no,cellular,18,no
24986,-353,yes,yes,cellular,18,no
24987,5009,yes,no,cellular,18,no
24988,93,yes,no,cellular,18,no
24989,20,no,no,telephone,18,no
24990,0,yes,no,cellular,18,no
24991,7848,no,no,cellular,18,no
24992,0,no,no,cellular,18,no
24993,532,yes,yes,cellular,18,no
24994,871,yes,yes,telephone,18,no
24995,1709,no,yes,cellular,18,no
24996,2619,yes,no,cellular,18,no
24997,18777,yes,no,cellular,18,no
24998,2171,yes,yes,telephone,18,yes
24999,83,yes,yes,cellular,18,no
25000,871,no,no,cellular,18,no
25001,5010,no,no,cellular,18,no
25002,19850,no,no,cellular,18,no
25003,430,yes,no,cellular,18,no
25004,147,yes,no,cellular,18,no
25005,1260,no,no,cellular,18,no
25006,-1361,yes,yes,cellular,18,no
25007,649,yes,no,cellular,18,no
25008,800,no,no,cellular,18,no
25009,595,yes,no,cellular,18,no
25010,0,no,no,telephone,18,no
25011,15520,no,no,cellular,18,no
25012,0,yes,no,cellular,18,no
25013,157,yes,no,cellular,18,no
25014,3395,yes,no,cellular,18,no
25015,694,yes,yes,cellular,18,no
25016,706,no,no,cellular,18,no
25017,3970,yes,no,cellular,18,no
25018,32,no,no,unknown,18,no
25019,1186,yes,yes,cellular,18,no
25020,45,yes,no,cellular,18,no
25021,267,no,no,cellular,18,no
25022,690,yes,no,cellular,18,no
25023,1529,yes,no,telephone,18,no
25024,54,yes,no,cellular,18,no
25025,179,yes,no,cellular,18,no
25026,2603,yes,no,cellular,18,no
25027,1330,yes,no,cellular,18,no
25028,1758,yes,no,cellular,18,no
25029,326,yes,no,cellular,18,no
25030,1441,yes,no,cellular,18,no
25031,730,yes,no,unknown,18,no
25032,271,no,no,cellular,18,no
25033,24,yes,no,cellular,18,no
25034,484,no,yes,cellular,18,no
25035,12845,yes,no,unknown,18,no
25036,-288,yes,yes,cellular,18,no
25037,1510,yes,no,cellular,18,no
25038,16786,no,no,cellular,18,no
25039,135,yes,yes,cellular,18,no
25040,159,yes,no,unknown,18,no
25041,538,no,no,cellular,18,no
25042,0,no,no,cellular,18,no
25043,936,yes,no,cellular,18,no
25044,2123,no,no,cellular,18,no
25045,155,yes,yes,cellular,18,no
25046,8142,no,no,telephone,18,no
25047,1901,no,no,cellular,18,no
25048,3340,no,no,unknown,18,no
25049,232,no,no,cellular,18,no
25050,1954,no,no,cellular,18,no
25051,1655,yes,no,cellular,18,no
25052,2995,yes,no,cellular,18,no
25053,193,no,no,cellular,18,no
25054,2287,no,no,cellular,18,no
25055,0,yes,no,cellular,18,no
25056,2455,yes,no,telephone,18,no
25057,771,yes,no,cellular,18,no
25058,16,no,no,cellular,18,no
25059,2043,yes,no,cellular,18,no
25060,1678,yes,no,unknown,18,no
25061,0,no,no,cellular,18,no
25062,6172,yes,yes,cellular,18,no
